,name,stars,rating,reviews_count,has_free_wifi,gallery_images_count,address,start_year,good_district
883,Novotel Москва Киевcкая,4,9.1,1045,True,26,"Улица Киевская, 2, Дорогомилово, Москва, Россия",2016,True
884,Однокомнатная квартира на М. Проспект Мира,,,,True,24,"ulitsa Gilyarovskogo, 36с1, Мещанский, Москва, Россия",2017,True
885,"Однушка, которую Вы искали",,,,True,36,"Варшавское шоссе 141, Москва, Россия корпус 12, Москва, Россия",2017,False
886,Odnushka Na Paveleckoy,,8.2,12,True,40,"Zacepskiy Val 4, Замоскворечье, Москва, Россия",2015,False
887,Гостиница Охотник,3,8.1,560,True,32,"Головинское шоссе 1, Москва, Россия",2010,False
888,Гостиница Оксана ,3,7.9,860,True,37,"Ярославская улица 15, строение 2, Алексеевский, Москва, Россия",2009,False
889,Апартаменты Люкс Октябрьское Поле,,7.7,12,True,29,"Ул. Берзарина 3, корпус 1, Хорошево-Мневники, Москва, Россия",2015,False
890,Apartment Zamoskvorechye Tsaritsyno,,8.6,52,True,24,"Ulitsa Medikov 14, Bldg 2, Царицыно, Москва, Россия",2015,False
891,Отель Старый Город на Кузнецком,,8.5,750,True,63,"Большая Дмитровка 8 строение 5, Тверской, Москва, Россия",2013,True
892,Отель на Пятом Этаже,,8.1,535,True,88,"Ул. Лесная, 39, Тверской, Москва, Россия",2015,True
893,Seven Hills Отель Трубная,3,8.4,640,True,30,"Улица Трубная, 15, Мещанский, Москва, Россия",2016,True
894,Апартаменты с 1 спальней RestHouse Войковская,,8.6,27,True,28,"3 Радиаторская улица д. 9, квартира 60, Войковский, Москва, Россия",2016,False
895,One Bedroom Premium Apartments,,8.9,66,True,56,"Bolshaya Dorogomilovskaya 1 , Дорогомилово, Москва, Россия",2016,True
896,Optima Apartment on Krasnaya Presnya,,,,True,20,"Presnenskiy pereulok, 6, Пресненский, Москва, Россия",2016,True
897,Отель Петровка 17,1,7.9,760,True,76,"Улица Петровка, 17/5, Тверской, Москва, Россия",2012,True
898,Отель Апельсин Комсомольская,2,8.0,346,True,29,"Улица Краснопрудная 22 А, Красносельский, Москва, Россия",2014,True
899,Отель Клементин,4,7.4,1000,True,44,"Улица Ольховская 23 стр 3, Красносельский, Москва, Россия",2015,False
900,Hotel Ostozhenka 47,,9.0,97,True,32,"47 ulitsa Ostozhenka, Хамовники, Москва, Россия",2017,True
901,Club 27 Hotel,5,8.1,474,True,60,"Улица Малая Никитская, 27, Пресненский, Москва, Россия",2014,True
902,Отель Марко,,8.6,23,True,30,"Улица Гарибальди 6, Москва, Россия",2017,False
903,Hotel Mir Arbata,,7.5,13,True,21,"Ulitsa Povarskaya 10/1, Арбат, Москва, Россия",2017,True
904,Времена Года,4,8.9,1138,True,68,"Большой Кисловский Переулок 1/12 строение 2, Арбат, Москва, Россия",2015,True
905,Отель на Павелецкой,,8.8,215,True,84,"Садовническая набережная, дом 69, Замоскворечье, Москва, Россия",2017,False
906,Отель на Валовая 8/18,,,,True,6,"Улица Валовая 8/18, Замоскворечье, Москва, Россия",2017,False
907,Angelina Hotel,,7.8,63,True,14,"Ulitsa Istrinskaya 8 Bldg 3 Entrance 10, Москва, Россия",2014,False
908,Отель Циркус,3,8.4,423,True,32,"Цветной Бульвар 24/1, Мещанский, Москва, Россия",2014,True
909,Отель Мишель,3,8.0,83,True,40,"Улица Народная 14 строение 1, Таганский, Москва, Россия",2014,False
910,Отель Павелецкая Площадь,3,8.3,2671,True,45,"Улмца Кожевническая 3, строение 1, Замоскворечье, Москва, Россия",2015,False
911,Ovchinnikovskaya Embankment 18/1,,,,True,29,"Овчинниковская набережная 18/1 строение 1, Замоскворечье, Москва, Россия",2017,False
912,Отель Пафос на Таганке,3,7.1,532,True,92,"ул. Марксистская 20 стр. 9, Таганский, Москва, Россия",2016,False
913,Апартаменты Пальмира Бизнес Клуб,,9.6,26,True,36,"наб. Новоданиловская, 6, Донской, Москва, Россия",2016,False
914,Пальмира Бизнес Клуб,4,9.3,3709,True,53,"Новоданиловская набережная 6, Донской, Москва, Россия",2015,False
915,Эден Отель,,8.0,143,True,37,"Улица Солянка 1 дробь 2 стр 1, Басманный, Москва, Россия",2016,True
916,Отель Тверская 12,,8.8,378,True,62,"Улица Тверская дом 12/2 , 3 этаж, Тверской, Москва, Россия",2017,True
917,GloryVell Hotel,,8.2,142,True,39,"Ulitsa Petrovka 26/3, Тверской, Москва, Россия",2017,True
918,Парадис Отель на Чистых Прудах,,8.0,8,True,43,"6 ulitsa Chaplygina, Басманный, Москва, Россия",2017,True
919,Paradisehotel,,,,True,6,"Ул .Тверская дом 12 стр 2 5 этаж, Тверской, Москва, Россия",2017,True
920,Мини-отель Магна (Парадис) Китай-Город,,7.8,465,True,54,"Ул. Забелина 3, строение 5, Басманный, Москва, Россия",2015,True
921,Оркестра Фили Парк Отель,3,8.0,668,True,31,"Bolshaya Filevskaya Street 25, Филевский парк, Москва, Россия",2013,False
922,Парк Инн от Рэдиссон Саду,4,8.3,1989,True,17,"Улица Большая Полянка 17 стр.1, Якиманка, Москва, Россия",2009,False
923,Парк Отель Велес,,8.1,186,False,34,"Улица Вилиса Лациса 6 стр.1, Северное Тушино, Москва, Россия",2012,False
924,Moscow4Rent Apartment - Smolenskaya ,,9.1,47,True,49,"улица Новый Арбат, 26, Арбат, Москва, Россия",2013,True
925,Moscow4Rent Apartments Tverskaya - Moscow ,,8.4,232,True,145,"улица Тверская, Тверской, Москва, Россия",2013,True
926,Отель Пекин,4,8.2,2582,True,132,"Большая Садовая ул.5, Пресненский, Москва, Россия",2010,True
927,Отель PEOPLE Лофт Тверская,2,8.8,1618,True,70,"Старопименовский переулок, дом 11/6, строение 1, Тверской, Москва, Россия",2015,True
928,PEOPLE Red Square Hotel,3,9.2,274,True,59,"Sofiyskaya naberezhnaya, 30с1, Якиманка, Москва, Россия",2017,False
929,Перина Инн,,6.0,27,True,41,"Малая Грузинская Улица 46, Пресненский, Москва, Россия",2014,True
930,Петр 1,5,8.5,2414,True,37,"Неглинная улица 17, строение 1, Тверской, Москва, Россия",2009,True
931,Петровский Путевой Дворец - бутик-отель,5,8.8,894,True,39,"Ленинградский Проспект 40, Аэропорт, Москва, Россия",2012,False
932,Piatnizkaya lux aparts,,,,True,35,"Пятницкая улица д 30 стр. 1, Замоскворечье, Москва, Россия",2017,False
933,Персона Мини Отель,2,7.6,90,True,34,"3-й Павелецкий проезд 7, строение 1, Даниловский, Москва, Россия",2016,False
934,Apartment on Bahrushina 2s1,,,,True,26,"Bahrushina 2s1, Замоскворечье, Москва, Россия",2017,False
935,Pistsova Apartment,,,,True,16,"Ulitsa Pistsova 15, Савеловский, Москва, Россия",2015,False
936,Погости.ру на Славянском бульваре,3,7.9,21,True,144,"Кременчугская ул., 9, Москва, Россия",2017,False
937,Гостиница Погости.ру на Алтуфьевском Шоссе,3,6.7,79,True,51,"Алтуфьевское Шоссе 28, Отрадное, Москва, Россия",2013,False
938,Отель Маяк,3,7.7,711,True,63,"Улица Гашека12, строение 8, Пресненский, Москва, Россия",2012,True
939,Погости на Тульской,,7.8,342,True,29,"Улица Большая Тульская 2, Даниловский, Москва, Россия",2014,False
940,Погости на Чистых Прудах,2,8.2,225,True,30,"Чистопрудный Бульвар 11/1, Басманный, Москва, Россия",2013,True
941,Апарт-Отель PointZil,,8.3,65,True,43,"Улица Автозаводская, дом 23, корпус 7 , Даниловский, Москва, Россия",2017,False
942,Велий Отель Моховая Москва,3,8.6,1957,True,57,"Улица Моховая 10 строение 1, Москва, Россия",2013,True
943,Премиум Апартаменты Старый Арбат,,8.9,220,True,89,"Смоленская Улица, Арбат, Москва, Россия",2014,True
944,Premium Apartments on Tverskaya- Yamskaya 13,,8.7,40,True,75,"1-ya Tverskaya-Yamskaya Ulitsa, 13 bldg 1, Тверской, Москва, Россия",2016,True
945,Президент-Отель,4,8.4,1984,True,58,"Улица Большая Якиманка 24, Якиманка, Москва, Россия",2010,False
946,Апартаменты у Кремля,,,,True,42,"Улица Тверская 8, Тверской, Москва, Россия",2017,True
947,Роял Отель,3,6.7,517,True,45,"Ул. Профсоюзная, 129а, Москва, Россия",2013,False
948,Принц Парк Отель,4,8.2,3339,True,63,"Новоясеневский Проспект 1Б, Корпус 1, Москва, Россия",2014,False
949,Привет Хостел,,7.3,1639,True,119,"Подсосенский Переулок 3 стр.2, Басманный, Москва, Россия",2014,True
950,Бизнес-Отель Протон,4,8.1,1055,True,26,"Новозаводская ул.22, Филевский парк, Москва, Россия",2010,False
951,Pushkarev High-Tech Studio,,,,True,53,"21 Pushkarev pereulok 4th entrance (entrance code: 2K2015), 6th floor, apartment 33, Мещанский, Москва, Россия",2017,True
952,Отель Пушкин,4,8.5,1208,True,31,"Настасьинский Переулок 5 Стр 1, Тверской, Москва, Россия",2013,True
953,"Putin,s apartment near Kremlin",,9.5,11,True,57,"1/12 Gazetnyy pereulok, Пресненский, Москва, Россия",2017,True
954,Басманка Дом Приемов,,8.8,866,True,50,"Улица Бакунинская 6, Басманный, Москва, Россия",2014,False
955,Hotel Invite SPA,,,,True,13,"Pererva 62, Москва, Россия",2017,False
956,Бутик-отель  Венеция в сердце моём,,9.2,260,True,18,"ул.Садовая-Спасская 17/2 3 этаж, помещение 4, Красносельский, Москва, Россия",2017,True
957,Рэдиссон Блу Белорусская,4,8.4,1953,True,31,"3-я улица Ямского поля 26А, Беговой, Москва, Россия",2011,True
958,Гостиница Рэдиссон Ройал,5,9.1,1516,True,31,"Кутузовский проспект 2/1 стр.1, Дорогомилово, Москва, Россия",2010,True
959,Рэдиссон Славянская Отель и Бизнес Центр,4,8.2,4198,True,49,"Площадь Европы 2, Дорогомилово, Москва, Россия",2009,True
960,Отель Райкин Плаза,4,8.9,1074,True,52,"Шереметьевская Улица 6, корпус 1, Марьина роща, Москва, Россия",2013,False
961,Рандеву Марьино,,8.2,46,True,27,"Улица Поречная, 13/1, Москва, Россия",2015,False
962,Ray Hotel on Novoslobodskaya,,8.3,607,True,29,"Novoslobodskaya Str., 36/1, Тверской, Москва, Россия",2012,False
963,Red Brick Hotel,,8.8,355,True,61,"10 Khokhlovskiy pereulok stroenie 6, Басманный, Москва, Россия",2017,True
964,Moscow Point - Red October,3,8.1,609,True,34,"Берсеневский Переулок 3/10 строение 8, Якиманка, Москва, Россия",2010,False
965,RedCity Apartments Йокогама ,,9.7,6,True,29,"Ленинградский проспект, 33А, Беговой, Москва, Россия",2016,False
966,Отель Ренессанс Москва Монарх Центр,4,8.6,518,True,65,"Ленинградский проспект 31 стр.1, Беговой, Москва, Россия",2010,False
967,Апаратменты RentaDay на Первой Хуторской ,,,,True,36,"Улица 1-ая Хуторская 16/26-3, Савеловский, Москва, Россия",2014,False
968,Apartments Resthouse Kutuzovskaya,,8.8,24,True,46,"Kutuzovskiy Prospekt Area, Дорогомилово, Москва, Россия",2014,True
969,Apartment Midnight,,7.5,16,True,29,"Shmitovskiy proezd, 13, Пресненский, Москва, Россия",2014,False
970,River Side Apartment,,9.3,12,True,39,"Rostovskaya naberezhnaya 5 , apartment 279, Хамовники, Москва, Россия",2016,True
971,Riverside Hotel,4,8.7,245,True,47,"Kutuzovskiy prospekt   2/1 corp. 1B, Дорогомилово, Москва, Россия",2017,True
972,Романтическая Квартира на 1-й Тверской-Ямской 26,,,,True,31,"1-я Тверская-Ямская, 26, 57, Тверской, Москва, Россия",2016,True
973,Roomp Khitrovka,,,,True,35,"Pevcheskiy pereulok 4, Bldg.1 , Таганский, Москва, Россия",2017,True
974,Roomp Покровка,,,,True,28,"28 ulitsa Pokrovka, Басманный, Москва, Россия",2017,True
975,Мини-отель «Happy Hotel»,,7.8,67,True,41,"Страстной Бульвар 4/3, Тверской, Москва, Россия",2014,True
976,Русотель,3,8.1,1951,True,45,"Варшавское шоссе 21км, Москва, Россия",2008,False
977,Русские Апартаменты на Ленивке,,9.2,837,True,78,"Улица Волхонка 9 Стр. 2, Хамовники, Москва, Россия",2013,True
978,Русские Апартаменты на Зубовском,,9.0,581,True,19,"Зубовский бульвар 16-20, Хамовники, Москва, Россия",2011,True
979,Отель Садовническая,4,8.2,553,True,120,"Улица Садовническая, 20, строение 1, Замоскворечье, Москва, Россия",2017,False
980,Hotel Pekin Gardens,,8.4,27,True,26,"ul Gashieka 12 str 2 korpus 1 apartmient 1004 G Moskva, Пресненский, Москва, Россия",2017,True
981,Гостиница Салют,4,7.8,2738,True,48,"Ленинский Проспект 158, Москва, Россия",2010,False
982,Савёловский дворик,,,,True,26,"62 Novoslobodskaya ulitsa стр 12, Тверской, Москва, Россия",2017,False
983,Савой,5,8.9,1724,True,33,"Улица Рождественка 3/6 стр.1, Мещанский, Москва, Россия",2009,True
984,Guest House Sazar,,,,True,10,"ulitsa Zhukovskogo, 6с2, Басманный, Москва, Россия",2017,True
985,Serg apartment,,,,True,26,"Капотня  3-й кв-л 5-47, Москва, Россия",2017,False
986,Serviced Apartments Belorusskaya,,8.2,75,True,91,"Район Белорусской, Пресненский, Москва, Россия",2013,True
987,Serviced Apartments Krasnopresnenskaya,,8.6,80,True,59,"Малая Грузинская Улица 6, Пресненский, Москва, Россия",2014,True
988,Serviced Apartments Mayakovskaya ,,7.6,68,True,51,"Район станции метро Маяковская, Пресненский, Москва, Россия",2014,True
989,Гостиница Севастополь Модерн,3,8.5,3001,True,95,"Улица Большая Юшуньская 1 A Стр.2, Москва, Россия",2013,False
990,Гостиница Севастополь Классик,2,8.0,280,True,28,"Улица Большая Юшуньская1 A Стр.1, Москва, Россия",2013,False
991,Отель Seven Hills Брестская,3,8.2,926,True,30,"Улица 1-ая Брестская, 44, Тверской, Москва, Россия",2015,True
992,Отель «Seven Hills на Таганке»,3,8.3,692,True,41,"Пестовский пер., 3, стр. 1, Таганский, Москва, Россия",2016,False
993,Гостиница Шератон Палас Москва,5,8.9,3001,True,46,"1-ая Тверская-Ямская ул.19, Тверской, Москва, Россия",2009,True
994,Парк-Отель Шереметьевский,3,8.5,672,True,53,"Улица Вучетича 32, Тимирязевский, Москва, Россия",2012,False
995,Ситикомфорт на Новокузнецкой,3,,,True,11,"Ovchinnikovskaya naberezhnaya dom 6, stroenie 2, Замоскворечье, Москва, Россия",2017,False
996,Sky business in Moscow City,,,,True,15,"Пресненская набережная, 6с2, Пресненский, Москва, Россия",2017,True
997,Sky RADISSON in Moscow City,,,,True,28,"1-й Красногвардейский проезд, 21с2, Пресненский, Москва, Россия",2017,False
998,Гостиница Славянка Москва,3,8.1,5450,True,92,"Суворовская площадь 2/3, Мещанский, Москва, Россия",2010,False
999,SleepyTom Hotel,,8.8,589,True,86,"Старопименовский Переулок 11 стр 6, Тверской, Москва, Россия",2014,True
1000,Guest house in Kurkino,,,,True,10,"Kurkinskoye shosse 29 korpus 8 SNT ""Tekstilshik"", h.31, Москва, Россия",2017,False
1001,Smart Apartment on Smolensky Bulvar,,8.3,11,True,49,"Smolensky Bulvar 6-8, Хамовники, Москва, Россия",2016,True
1002,Гостиница на Смирновской 25,,8.0,202,True,27,"Смирновская улица 25 строение 4, Москва, Россия",2014,False
1003,Smolenskaa LUX,,9.8,7,True,44,"5 Rostovskaya naberezhnaya, Хамовники, Москва, Россия",2017,True
1004,Smolenskaya Double Bedroom Apartment,,8.8,14,True,41,"Plyushchikha 27, Хамовники, Москва, Россия",2016,True
1005,Отель Софи,,8.2,197,True,40,"Рождественка 5/7 строение 1, Мещанский, Москва, Россия",2016,True
1006,Гостиница Сокол,3,8.2,1755,True,35,"Чапаевский переулок 12, Сокол, Москва, Россия",2010,False
1007,Мини-отель Соколиная Гора,2,8.2,139,True,37,"3-я улица Соколиной Горы 19, Москва, Россия",2013,False
1008,Мини-отель Соня на Красных воротах,,7.2,154,True,30,"Орликов переулок, 6, Красносельский, Москва, Россия",2013,True
1009,Spacy Apartment near Moscow State University,,,,True,47,"Улица Строителей дом 4 корпус 2, Гагаринский, Москва, Россия",2013,False
1010,Гостиница Спутник,3,7.6,3863,True,44,"Ленинский проспект, 38, Гагаринский, Москва, Россия",2015,False
1011,Гостиница Сретенская,4,8.3,344,True,31,"Улица Сретенка 15, Мещанский, Москва, Россия",2010,True
1012,Apartment on Kotelnicheskaya 1/15,,,,True,37,"Kotelnicheskaya naberezhnaya 1/15 ap 299, Таганский, Москва, Россия",2017,False
1013,Дизайн Отель СтандАрт. A Member of Design Hotels,5,9.3,1617,True,31,"Страстной бульвар 2, Тверской, Москва, Россия",2015,True
1014,Комфорт-Микс Рижская 52,,8.1,28,True,26,"ул. Переяславская Большая, 52, Мещанский, Москва, Россия",2016,False
1015,Star Apartment on Old Arbat,,9.0,51,True,27,"Pereulok Sivcev Vrazhek 15/25, Хамовники, Москва, Россия",2016,True
1016,Отель «Старосадский»,3,9.0,733,True,35,"Старосадский переулок, 8/3, Басманный, Москва, Россия",2016,True
1017,Статус Отель,3,6.9,374,True,36,"Ул. Большая Никитская 24/1, стр 6, Пресненский, Москва, Россия",2016,True
1018,ставропольский проезд 3,,,,True,36,"3 Stavropolskiy proyezd, Москва, Россия",2017,False
1019,Бутик Отель Столешников,,8.6,565,True,68,"Дмитровский переулок 3, строение 1,2,4 , Тверской, Москва, Россия",2016,True
1020,Апартаменты Студия Музейная,,9.4,73,True,44,"Второй Раушский переулок, 3, Замоскворечье, Москва, Россия",2016,False
1021,Студио Апартаменты на Волгоградском проспекте,,7.9,65,True,25,"Волгоградский проспект, Таганский, Москва, Россия",2014,False
1022,Студио Апартаменты,,8.6,41,True,29,"Большой Факельный переулок, 1, Таганский, Москва, Россия",2014,False
1023,Апартаменты-студио у парка Коломенское,,8.6,5,True,27,"Судостроительная улица 18, корп. 1, Москва, Россия",2017,False
1024,Studio Financial District,,,,True,43,"Krasnogvardeysky Bulvar 5, Bldg 1, Пресненский, Москва, Россия",2016,False
1025,Studio in Shelepikha - Delovoy center,,,,True,22,"Shelepikhinskoye shosse 15c1, Пресненский, Москва, Россия",2017,False
1026,Studio Mitino Yes,,8.6,7,True,31,"Ulitsa Mitinskaya 16, Москва, Россия",2017,False
1027,Studio na Chiertanovskoi,,,,True,25,"Chertanovskaya ulitsa 4 2 et, kv 221, Москва, Россия",2017,False
1028,Studio on Lobachevskogo street,,9.4,13,True,33,"Lobachevskogo ulitsa 82, apartment 92, floor 3, Проспект Вернадского, Москва, Россия",2017,False
1029,Studio on Studencheskaya 17,,,,True,31,"17, Studencheskaya ulitsa, Дорогомилово, Москва, Россия",2016,True
1030,Studio on Smolenskaya,,,,True,27,"15 Novinskiy bulvar 162, Арбат, Москва, Россия",2017,True
1031,Stylish Europa near Moscow City,,8.6,7,True,29,"ulitsa Generala Ermolova, Дорогомилово, Москва, Россия",2017,False
1032,Suite with Kremlin view Tverskaya,,9.8,48,True,25,"Tverskaya St.4, apt 70, Тверской, Москва, Россия",2016,True
1033,Hotel Sultan-3,,,,True,24,"Электрический переулок, Москва, Россия 3/10 стр.1, Пресненский, Москва, Россия",2017,True
1034,Sunny Apartment,,,,True,25,"Gruzinskiy per., 4, Пресненский, Москва, Россия",2017,True
1035,Суворовская Гостиница,2,7.7,84,True,43,"Ул. Суворовская 2б, Москва, Россия",2011,False
1036,Свиссотель Красные Холмы,5,9.1,759,True,62,"Космодамианская набережная 52 стр.6, Замоскворечье, Москва, Россия",2009,False
1037,Сити Апартаменты на Таганской,,9.1,60,True,26,"Ул. Большие Каменщики, 17, Таганский, Москва, Россия",2014,False
1038,Отель Таёжный,3,7.5,158,True,34,"Волоколамское шоссе, 89/1, Покровское-Стрешнево, Москва, Россия",2015,False
1039,Отель Татьяна,,8.6,874,True,30,"Стремянный переулок 11, Замоскворечье, Москва, Россия",2009,False
1040,Отель Чайковский,4,9.2,92,True,34,"ул. Большая Никитская 24/1 стр.6, Пресненский, Москва, Россия",2017,True
1041,The 85 Apartment,,9.6,24,True,21,"Samotechnaya Ulitsa, 17A , Тверской, Москва, Россия",2015,False
1042,Румс Бутик Отель,5,8.0,774,True,146,"Николоямская Улица 38, Таганский, Москва, Россия",2014,False
1043,The St. Regis Moscow Nikolskaya,5,9.1,365,True,41,"Улица Никольская 12, Тверской, Москва, Россия",2012,True
1044,the village of North Dmitrov highway,,,,True,36,"дмитровское шоссе дом 165Е корп. 10, подъезд 4, этаж 12, кв 144, Москва, Россия",2017,False
1045,tower city of capitals apartments in Moscow city,,,,True,19,"Пресненская набережная, 8с1, Москва, Россия",2017,False
1046,Триумф Палас Отель,,8.1,239,True,29,"Чапаевский переулок д. 3, Хорошевский, Москва, Россия",2009,False
1047,Тройка Отель Москва,3,8.8,620,True,62,"Улица Садовническая 5, Замоскворечье, Москва, Россия",2016,False
1048,Отель Облака,3,9.0,556,True,68,"Крутицкий Вал 8/22, Москва, Россия",2015,False
1049,Kremlin Suite with Balcony (Т15),,9.8,41,True,60,"Tverskaya Ulitsa, 15, Тверской, Москва, Россия",2016,True
1050,Tverskaya House 15,,9.4,24,True,25,"Tverskaya house 15,  Apartment 42, Тверской, Москва, Россия",2015,True
1051,Barin Residence,,8.0,159,True,23,"Старопименовский переулок 11/6 строение 2, Тверской, Москва, Россия",2014,True
1052,TVST apartments on Tverskaya 6,,9.1,9,True,50,"Tverskaya street 6 build.1 apt.97, Тверской, Москва, Россия",2017,True
1053,Star Apartment на Киевской,,9.3,67,True,29,"Улица Студенческая 18-15, Дорогомилово, Москва, Россия",2016,True
1054,Отель Карат,,7.2,399,True,58,"Грузинский Вал 26, Стр.2, Пресненский, Москва, Россия",2015,True
1055,Apartment near Kolomenskoe Park,,,,True,37,"Klenovyy Bulvar 26, Москва, Россия",2017,False
1056,Апартаменты на Заревом проезде 5,,,,True,15,"Заревый проезд дом 5 корпус 1, Москва, Россия",2017,False
1057,Cosy Apartments на Киевской,,9.0,79,True,38,"Украинский Бульвар 8 строение 1, Дорогомилово, Москва, Россия",2014,True
1058,Уютная квартира в центре,,,,True,23,"54 ulitsa Shabolovka, Донской, Москва, Россия",2017,False
1059,Cosy One Bedroom Apartment,,9.5,6,True,28,"ulitsa Metallurgov, 38, apartment 17, Москва, Россия",2017,False
1060,Уютная просторная квартира в самом центре Москвы,,,,True,21,"15 Tverskaya ulitsa, Тверской, Москва, Россия",2017,True
1061,Уютные апартаменты на Профсоюзной,,,,True,42,"56 Nakhimovskiy prospekt, Академический, Москва, Россия",2017,False
1062,Уланская Отель,3,8.1,1610,True,36,"Уланский переулок 16 строение 1А, Красносельский, Москва, Россия",2010,True
1063,Гостиница Университетская,2,7.4,1974,True,62,"Мичуринский проспект 8/29, Раменки, Москва, Россия",2010,False
1064,MaxRealty24 Universitet,,7.3,62,True,67,"Prospekt Vernadskogo 15, Москва, Россия",2015,False
1065,Comfort City Barrikadnaya,,,,True,30,"Bolshaya Gruzinskaya Ulitsa, 42, Пресненский, Москва, Россия",2016,True
1066,Apartment Dinamo,,,,True,18,"Raskovoy, 11, Беговой, Москва, Россия",2015,False
1067,V Hotel,4,9.5,80,True,72,"Sadovaya-Kudrinskaya Ulitsa 9, Bldg 3, Пресненский, Москва, Россия",2017,True
1068,Гостиница Останкино,2,7.5,1495,True,86,"Ботаническая улица 29 корпус 1, Марфино, Москва, Россия",2012,False
1069,VDNKH Apartment 2,,9.4,39,True,31,"Prospekt Mira, 182, Алексеевский, Москва, Россия",2015,False
1070,Отель Виктория,2,7.1,15,True,23,"Новомосковский округ, Мамыри, 17/1, Москва, Россия",2016,False
1071,Вилла Кадаши Бутик Отель,,9.4,342,True,29,"2-й Кадашевский Переулок 16с1, Якиманка, Москва, Россия",2016,False
1072,Отель Villaggio,,8.1,451,True,22,"Улица Пречистенка 37/2, Хамовники, Москва, Россия",2016,True
1073,Волга Апарт-Отель ,3,8.1,779,True,69,"Большая Спасская ул.4 стр.1, Красносельский, Москва, Россия",2010,False
1074,Конгресс-Парк Отель Волынское,4,9.2,572,True,40,"Улица Староволынская 9, Москва, Россия",2009,False
1075,Отель Воронцовский,4,8.6,511,True,37,"Воронцовский преулок дом 5/7, Таганский, Москва, Россия",2012,False
1076,Отель Восход,2,7.8,5321,True,74,"Алтуфьевское шоссе 2 , Отрадное, Москва, Россия",2011,False
1077,Гостиница Валс,2,7.8,1052,True,94,"Дубининская Улица 35, Замоскворечье, Москва, Россия",2012,False
1078,Гостиница Варшава,3,8.0,1821,True,42,"Ленинский Проспект 2/1, Якиманка, Москва, Россия",2011,False
1079,Апартаменты Weekend Inn,,9.1,652,True,43,"Пятницкая Улица 10 Стр 1, Замоскворечье, Москва, Россия",2012,False
1080,White apartment in centre,,,,True,69,"Protopopovskiy pereulok, Мещанский, Москва, Россия",2017,True
1081,MuchMore Tishinka,,7.9,10,True,33,"Vasilievskaya Ulitsa 3, Пресненский, Москва, Россия",2016,True
1082,Ю-Порт ,,7.6,22,True,30,"2oй Южнопортовый проезд, 19-21/1, Москва, Россия",2016,False
1083,Отель Юность,3,7.0,1361,True,46,"Улица Хамовнический Вал 34, Хамовники, Москва, Россия",2010,False
1084,Заморенова 9 стр.1,,,,True,17,"9 ulitsa Zamoryonova, Пресненский, Москва, Россия",2017,True
1085,Zatsepa 22 Apartments,,8.7,37,True,53,"Zatsepa 22, Замоскворечье, Москва, Россия",2016,False
1086,Апартаменты Живописная,,,,True,28,"улица Живописная дом 2, Хорошево-Мневники, Москва, Россия",2016,False
1087,Зодиак Бутик Отель,3,8.3,128,True,29,"Ленинский Проспект 15, Донской, Москва, Россия",2013,False
1088,Гостиница Золотой Колос,3,8.0,4231,True,49,"Улица Ярославская 15/3, Алексеевский, Москва, Россия",2011,False
